"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"21ur-15345",0,NA,NA,NA,NA,NA
"21ur-13079",0,NA,NA,NA,NA,NA
"21ur-12670",0,NA,NA,NA,NA,NA
"21ur-9369",0,NA,NA,NA,NA,NA
"21ur-8615",0.0483634711052207,-1.12751318800467,6.04371853827477,-0.186559513131551,0.852006013178416,NA
"21ur-9915",0,NA,NA,NA,NA,NA
"21ur-11752",0.0360601865167887,0,6.05106716782673,0,1,NA
"21ur-10291",0,NA,NA,NA,NA,NA
"21ur-11801",0,NA,NA,NA,NA,NA
"21ur-13783",0,NA,NA,NA,NA,NA
"21ur-10861",0,NA,NA,NA,NA,NA
"21ur-7252",0,NA,NA,NA,NA,NA
"21ur-7906",0,NA,NA,NA,NA,NA
"21ur-7658",0.0360601865167887,0,6.05106716782673,0,1,NA
"21ur-7457",0.0383943545365784,0,6.05106716782673,0,1,NA
"21ur-6369",0,NA,NA,NA,NA,NA
"21ur-7450",0.0726060613855911,0,6.05102610184427,0,1,NA
"21ur-8106",0.0483634711052207,-1.12751318800467,6.04371853827477,-0.186559513131551,0.852006013178416,NA
"21ur-13958",0,NA,NA,NA,NA,NA
"21ur-10881",0,NA,NA,NA,NA,NA
"21ur-12315",0,NA,NA,NA,NA,NA
"21ur-9361",0,NA,NA,NA,NA,NA
"21ur-13302",0.103936419366671,0,6.05106716782673,0,1,NA
"21ur-5579",0,NA,NA,NA,NA,NA
"21ur-15441",0,NA,NA,NA,NA,NA
